ref_pos_x,ref_pos_y,height,anchor_id,range
8.0,1.3,0.7,0,-0.39937174516933105
8.0,1.3,0.7,0,-0.3697843030227812
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.2659027889227188
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,9.740562609165615
8.0,1.3,0.7,0,0.5591338543419972
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.35674648590360736
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-1.3583230347922868
8.0,1.3,0.7,0,0.3410645423401588
8.0,1.3,0.7,0,-0.14577427677258648
8.0,1.3,0.7,0,-0.7786450723099207
8.0,1.3,0.7,0,20.39826339404628
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.7407179439328253
8.0,1.3,0.7,0,0.3111598597034053
8.0,1.3,0.7,0,-1.0302419307125774
8.0,1.3,0.7,0,0.8206311161245798
8.0,1.3,0.7,0,0.20197826279794917
8.0,1.3,0.7,0,21.444440169322426
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.45144255650680254
8.0,1.3,0.7,0,-0.3028537263851705
8.0,1.3,0.7,0,-0.10662264892103046
8.0,1.3,0.7,0,0.5015952661557543
8.0,1.3,0.7,0,-0.6597239988136945
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.0737754965170252
8.0,1.3,0.7,0,0.16367328439350004
8.0,1.3,0.7,0,0.5823441893072765
8.0,1.3,0.7,0,-0.5809201045045196
8.0,1.3,0.7,0,-0.6032659399207079
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.4419232334157712
8.0,1.3,0.7,0,-3.594503051363067
8.0,1.3,0.7,0,0.6215346270307105
8.0,1.3,0.7,0,0.17975676013401287
8.0,1.3,0.7,0,0.7038297437471872
8.0,1.3,0.7,0,12.992469999232966
8.0,1.3,0.7,0,-0.20188977208812275
8.0,1.3,0.7,0,-0.01792097901215506
8.0,1.3,0.7,0,-0.006217815389204517
8.0,1.3,0.7,0,-2.390611363019497
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.1586847975315573
8.0,1.3,0.7,0,-0.4027909674176673
8.0,1.3,0.7,0,-2.3501768093317987
8.0,1.3,0.7,0,-0.20146649444022557
8.0,1.3,0.7,0,-0.09362015906739352
8.0,1.3,0.7,0,-0.1892075054286284
8.0,1.3,0.7,0,0.5399448241642615
8.0,1.3,0.7,0,1.2282778212731689
8.0,1.3,0.7,0,0.4542685992874871
8.0,1.3,0.7,0,-0.4879631734908427
8.0,1.3,0.7,0,-0.35146796203146735
8.0,1.3,0.7,0,-0.13665620566951286
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.20177094258505957
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.4562662916043001
8.0,1.3,0.7,0,-0.0723914641909511
8.0,1.3,0.7,0,0.14968002492772037
8.0,1.3,0.7,0,0.5110175807182316
8.0,1.3,0.7,0,1.1956899962348064
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,23.494319646432448
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.9696356417018128
8.0,1.3,0.7,0,-0.6281938657572077
8.0,1.3,0.7,0,-0.05855268051266016
8.0,1.3,0.7,0,0.330962533173385
8.0,1.3,0.7,0,-0.47169636422349903
8.0,1.3,0.7,0,-0.2403810546060594
8.0,1.3,0.7,0,1.047662297111719
8.0,1.3,0.7,0,-0.40603206169719464
8.0,1.3,0.7,0,-0.6485093693878907
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-1.5681512244000064
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.4503639412030802
8.0,1.3,0.7,0,0.1232080332170753
8.0,1.3,0.7,0,0.7291380316620701
8.0,1.3,0.7,0,-0.27077948184123013
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.212455372597943
8.0,1.3,0.7,0,-0.7384661720330108
8.0,1.3,0.7,0,0.24561424081810124
8.0,1.3,0.7,0,-0.5174742272633575
8.0,1.3,0.7,0,0.1128304846607886
8.0,1.3,0.7,0,-1.2238245394658263
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.261458431507136
8.0,1.3,0.7,0,1.6975081660394506
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.2633645536812743
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.7819047899887677
8.0,1.3,0.7,0,1.0698908360439727
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.9700531935571846
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.21662009602785925
8.0,1.3,0.7,0,0.6321601637926184
8.0,1.3,0.7,0,12.215978466619685
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.3215221684602918
8.0,1.3,0.7,0,0.33258046093079496
8.0,1.3,0.7,0,0.25978937272126856
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.47120386007711446
8.0,1.3,0.7,0,-0.3816366327162024
8.0,1.3,0.7,0,-0.5643662363590467
8.0,1.3,0.7,0,-0.06443814121512492
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.27530819953926144
8.0,1.3,0.7,0,-0.5248446631137007
8.0,1.3,0.7,0,-0.4268197276174197
8.0,1.3,0.7,0,0.17362754720900675
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.13288911095324973
8.0,1.3,0.7,0,-0.42164458007353733
8.0,1.3,0.7,0,0.18282489983461758
8.0,1.3,0.7,0,-0.2995514396832455
8.0,1.3,0.7,0,0.4295723425034135
8.0,1.3,0.7,0,-0.47170640874691383
8.0,1.3,0.7,0,0.07813786560803937
8.0,1.3,0.7,0,0.34757380750784517
8.0,1.3,0.7,0,24.061067092416238
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,5.689569037610806
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.9701201695088422
8.0,1.3,0.7,0,-0.1399029827052667
8.0,1.3,0.7,0,-0.27586509481728516
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.5400392738464097
8.0,1.3,0.7,0,17.144388535683177
8.0,1.3,0.7,0,-0.04945558379816006
8.0,1.3,0.7,0,-0.6472217543473171
8.0,1.3,0.7,0,2.9873543547137977
8.0,1.3,0.7,0,0.6732908416396457
8.0,1.3,0.7,0,-0.11039357691492402
8.0,1.3,0.7,0,0.6866697629810501
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.6346188496517815
8.0,1.3,0.7,0,0.10629033545931943
8.0,1.3,0.7,0,0.43293046261556345
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.20676968132082774
8.0,1.3,0.7,0,0.45238899355170137
8.0,1.3,0.7,0,-0.8510815987714624
8.0,1.3,0.7,0,-0.0055177549879825705
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.1688816898029355
8.0,1.3,0.7,0,22.304473107750646
8.0,1.3,0.7,0,0.5436985445935401
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.6487262543832362
8.0,1.3,0.7,0,-0.18165777631754487
8.0,1.3,0.7,0,0.5094381704477948
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.8846525880702787
8.0,1.3,0.7,0,0.2858859669614304
8.0,1.3,0.7,0,1.7878582150593703
8.0,1.3,0.7,0,-0.7086834921485119
8.0,1.3,0.7,0,0.4156976603393714
8.0,1.3,0.7,0,-0.1657738829169464
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.319165329036621
8.0,1.3,0.7,0,-0.4714535959575885
8.0,1.3,0.7,0,-0.31018960623910097
8.0,1.3,0.7,0,1.039833701483869
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.1467517603987627
8.0,1.3,0.7,0,-0.43041968216238136
8.0,1.3,0.7,0,-0.6002797585900428
8.0,1.3,0.7,0,-3.208208389177548
8.0,1.3,0.7,0,10.240062635761497
8.0,1.3,0.7,0,-1.3242021078326829
8.0,1.3,0.7,0,-0.059306095014824756
8.0,1.3,0.7,0,0.16243493118596053
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.5723180105146319
8.0,1.3,0.7,0,0.5713834700294402
8.0,1.3,0.7,0,10.951413887773562
8.0,1.3,0.7,0,-0.3313718869284603
8.0,1.3,0.7,0,0.6033083773968579
8.0,1.3,0.7,0,-0.13460219087907
8.0,1.3,0.7,0,0.09188530837678943
8.0,1.3,0.7,0,-0.7570263522063048
8.0,1.3,0.7,0,-0.1656586361642507
8.0,1.3,0.7,0,-0.9326265265016325
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.6607907035338823
8.0,1.3,0.7,0,-0.8264145366249052
8.0,1.3,0.7,0,-0.03203241686932934
8.0,1.3,0.7,0,-1.4762506881166377
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,20.3408658683949
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,23.749392210293156
8.0,1.3,0.7,0,0.9703004635547474
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,1.0412038060658837
8.0,1.3,0.7,0,1.0744778688216456
8.0,1.3,0.7,0,0.1662777528214363
8.0,1.3,0.7,0,0.18254182902157545
8.0,1.3,0.7,0,0.5500252911224512
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.015124140582170043
8.0,1.3,0.7,0,-0.40715321616829137
8.0,1.3,0.7,0,18.07829338744965
8.0,1.3,0.7,0,-1.2409611993328564
8.0,1.3,0.7,0,0.42977036561625237
8.0,1.3,0.7,0,0.3336416728685885
8.0,1.3,0.7,0,0.029802628317605162
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.2673853777993802
8.0,1.3,0.7,0,0.5717024462195761
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.11016900290305909
8.0,1.3,0.7,0,0.4558570144261145
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.8168874711932652
8.0,1.3,0.7,0,0.43291104591178087
8.0,1.3,0.7,0,-0.38392322905218634
8.0,1.3,0.7,0,0.3137950232060227
8.0,1.3,0.7,0,-0.27787121483230504
8.0,1.3,0.7,0,0.14371906583632743
8.0,1.3,0.7,0,-0.27548013337195343
8.0,1.3,0.7,0,0.592870022391069
8.0,1.3,0.7,0,-0.3262880160025361
8.0,1.3,0.7,0,0.8353630292666736
8.0,1.3,0.7,0,-0.8862658463859141
8.0,1.3,0.7,0,0.7050000631210276
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,1.3568678979014255
8.0,1.3,0.7,0,1.280550097778037
8.0,1.3,0.7,0,0.5077662339556008
8.0,1.3,0.7,0,-1.4106104027730781
8.0,1.3,0.7,0,-0.6656025233918141
8.0,1.3,0.7,0,0.10094637481505675
8.0,1.3,0.7,0,0.5229600180964553
8.0,1.3,0.7,0,-0.2913762382803382
8.0,1.3,0.7,0,-0.623563165226936
8.0,1.3,0.7,0,0.5497297135283725
8.0,1.3,0.7,0,0.0015807961856717512
8.0,1.3,0.7,0,0.12467910033288998
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.3933707235677675
8.0,1.3,0.7,0,0.10885342620400618
8.0,1.3,0.7,0,-0.3023882045557649
8.0,1.3,0.7,0,0.2921391708166503
8.0,1.3,0.7,0,0.489363004852267
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,1.0943142810824327
8.0,1.3,0.7,0,10.596544206704422
8.0,1.3,0.7,0,0.5688887635240789
8.0,1.3,0.7,0,4.6052545703449415
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.6357183073473323
8.0,1.3,0.7,0,-0.08448488649133168
8.0,1.3,0.7,0,0.46475233825584095
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.329307861579613
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.07197040009219169
8.0,1.3,0.7,0,1.1689737980562454
8.0,1.3,0.7,0,0.3140732402849018
8.0,1.3,0.7,0,-0.3054733792377391
8.0,1.3,0.7,0,-0.3917651677206706
8.0,1.3,0.7,0,1.4360637910648606
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.205354267210339
8.0,1.3,0.7,0,0.7494658741552582
8.0,1.3,0.7,0,-0.9040753998525357
8.0,1.3,0.7,0,8.990500108819232
8.0,1.3,0.7,0,-0.11023362857654107
8.0,1.3,0.7,0,-0.35788899293105736
8.0,1.3,0.7,0,0.1163165359640681
8.0,1.3,0.7,0,-0.7079948424730453
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.2496840356978529
8.0,1.3,0.7,0,0.08511137036485561
8.0,1.3,0.7,0,-0.062061455007742516
8.0,1.3,0.7,0,0.14128945977753826
8.0,1.3,0.7,0,14.588715159240287
8.0,1.3,0.7,0,-0.5190310658184707
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.050208906135001286
8.0,1.3,0.7,0,0.38674441669159965
8.0,1.3,0.7,0,-0.9651844578726205
8.0,1.3,0.7,0,16.753500345645016
8.0,1.3,0.7,0,-0.612672216738325
8.0,1.3,0.7,0,-0.5120342332816552
8.0,1.3,0.7,0,-0.4611245756616844
8.0,1.3,0.7,0,-1.495403884002675
8.0,1.3,0.7,0,0.31317577639240923
8.0,1.3,0.7,0,-0.4346961877640174
8.0,1.3,0.7,0,0.050878600813655694
8.0,1.3,0.7,0,-0.7003302188964078
8.0,1.3,0.7,0,-0.3080761323738219
8.0,1.3,0.7,0,5.792022268029248
8.0,1.3,0.7,0,-0.9144324006949853
8.0,1.3,0.7,0,0.15249915104779976
8.0,1.3,0.7,0,0.8531221338163473
8.0,1.3,0.7,0,-0.19805521836963358
8.0,1.3,0.7,0,0.189621557690276
8.0,1.3,0.7,0,1.3531365094923862
8.0,1.3,0.7,0,-0.1576717625292554
8.0,1.3,0.7,0,0.008536326640876446
8.0,1.3,0.7,0,-0.0038193365732288598
8.0,1.3,0.7,0,-0.030513691285715794
8.0,1.3,0.7,0,0.49448627226279385
8.0,1.3,0.7,0,-0.8198391089891137
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,-0.914307201332063
8.0,1.3,0.7,0,0.7869903249786887
8.0,1.3,0.7,0,0.49234354839739414
8.0,1.3,0.7,0,0.5169790105521486
8.0,1.3,0.7,0,20.349324837457953
8.0,1.3,0.7,0,-0.10185408800249007
8.0,1.3,0.7,0,9.882677125176713
8.0,1.3,0.7,0,0.11377146965377172
8.0,1.3,0.7,0,-3.250651361397252
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.3824983669415394
8.0,1.3,0.7,0,-0.10688234074302994
8.0,1.3,0.7,0,-0.7187592273407866
8.0,1.3,0.7,0,-0.9377475209709019
8.0,1.3,0.7,0,-0.7831401955243615
8.0,1.3,0.7,0,inf
8.0,1.3,0.7,0,0.8456534090087864
8.0,1.3,0.7,0,0.10043847170357001
8.0,1.3,0.7,0,-0.08515992724994703
8.0,1.3,0.7,0,0.07605221568452869
